date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:05	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	etag:%22490989cd950484f1542a2ab67b4633c3-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.svg?v=2.0.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.svg	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:05	54056/54056	---M--	200	added ('OK')	font/ttf	etag:%226e55423024e941c4f9dceaa2ec760047-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.ttf?v=2.4.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.ttf	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:05	81332/81332	---MCZ	200	added ('OK')	application/font-woff	etag:%22f786f3d9168c8c3c53934538659d3ccf-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.woff?v=2.4.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.woff	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:05	7006/7006	---M--	200	added ('OK')	image/png	etag:%22492cc28d75895f85338fc7cf370b24fc-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_444444_256x240.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_444444_256x240.png	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
13:16:06	239045/239045	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b33a3da9e0d8ecf76361cedf29cf0712-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.svg?v=2.4.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.svg	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:06	7074/7074	---M--	200	added ('OK')	image/png	etag:%22900d7538bf02ba9edc48e4815d3c3854-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_555555_256x240.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_555555_256x240.png	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
13:16:06	6313/6313	---M--	200	added ('OK')	image/png	etag:%2299fca8fc971a60a3032a087d882c2592-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_ffffff_256x240.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_ffffff_256x240.png	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
13:16:06	4676/4676	---M--	200	added ('OK')	image/png	etag:%22c27a38e3e5896380b169ac1b54e54cdf-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777620_256x240.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777620_256x240.png	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
13:16:07	4632/4632	---M--	200	added ('OK')	image/png	etag:%22ee08bc37011f54eb9b462ba7f31e35c2-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_cc0000_256x240.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_cc0000_256x240.png	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
13:16:07	7013/7013	---M--	200	added ('OK')	image/png	etag:%22e44b32c54442d631bbb3bd342d2bbbce-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777777_256x240.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/css/plugins/images/ui-icons_777777_256x240.png	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/plugins/plugins.min.css)
13:16:08	4055/4055	---M--	200	added ('OK')	image/jpeg	etag:%22cf377a158f539ffd2b56c70acf906937-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/5.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/5.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index-2.html)
13:16:08	183221/183221	---M--	200	added ('OK')	image/jpeg	etag:%22943c8bc6de93c7c9d33e578400fca09f-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-1.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-1.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index-2.html)
13:16:08	149332/149332	---M--	200	added ('OK')	image/jpeg	etag:%220d92e6a4c302d8d6acc836596e9071a7-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-2.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/slider-image/slider-2-2.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index-2.html)
13:16:08	4596/4596	---M--	200	added ('OK')	image/jpeg	etag:%22d7c65c06ee7d3bbf44b841ec1c7efd30-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/6.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/6.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index-2.html)
13:16:08	10438/10438	---M--	200	added ('OK')	image/jpeg	etag:%22e2c39f377bb11f9f089a5e4fd7451d97-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/7.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/7.jpg	(from https://htmldemo.hasthemes.com/furns/furns/index-2.html)
13:16:09	100801/100801	---M--	200	added ('OK')	image/jpeg	etag:%22aa39361f7c6a7e26744f9b7ef8bce328-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/about-image/1.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/about-image/1.jpg	(from https://htmldemo.hasthemes.com/furns/furns/about.html)
13:16:09	21922/21922	---M--	200	added ('OK')	image/jpeg	etag:%224fa4c55902ee2af03a69f50f60913470-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/8.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/8.jpg	(from https://htmldemo.hasthemes.com/furns/furns/about.html)
13:16:09	13431/13431	---M--	200	added ('OK')	image/jpeg	etag:%2294cd1cdef09f752edd4f1e24f342a23f-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/9.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/9.jpg	(from https://htmldemo.hasthemes.com/furns/furns/about.html)
13:16:10	6686/6686	---M--	200	added ('OK')	image/jpeg	etag:%2228c83dcf10a8aca3104a660624eac677-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/banner/10.jpg	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/banner/10.jpg	(from https://htmldemo.hasthemes.com/furns/furns/about.html)
13:16:10	20045/20045	---M--	200	added ('OK')	image/png	etag:%22a5e3de889f46f86c32230a4fc41de444-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/team/leader1.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/team/leader1.png	(from https://htmldemo.hasthemes.com/furns/furns/about.html)
13:16:10	22309/22309	---M--	200	added ('OK')	image/png	etag:%22edccf46314b694563b1083bb72af80ab-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/team/leader2.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/team/leader2.png	(from https://htmldemo.hasthemes.com/furns/furns/about.html)
